league,season,team,player,nationality,position,age,birth_year,90s,goals,shots,shots_on_target,shot_accuracy,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,free_kick_shots,penalty_kicks_made,penalty_kicks_attempted,expected_goals,expected_goals_non_penalty,expected_goals_per_shot_non_penalty,goals_minus_expected,non_penalty_goals_minus_expected
ITA-Serie A,2425,Hellas Verona,Abdou Harroui,,,26.0,1998.0,5.1,1,15,4,26.7,2.92,0.78,0.07,0.25,17.7,1,0,0,2.2,2.2,0.15,-1.2,-1.2
ITA-Serie A,2425,Hellas Verona,Alphadjo Cissè,,,17.0,2006.0,0.1,0,2,2,100.0,20.0,20.0,0.0,0.0,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Amin Sarr,,,23.0,2001.0,21.2,4,23,7,30.4,1.09,0.33,0.17,0.57,14.3,0,0,0,3.2,3.2,0.15,0.8,0.8
ITA-Serie A,2425,Hellas Verona,Antoine Bernede,,,25.0,1999.0,6.6,1,4,2,50.0,0.61,0.3,0.25,0.5,21.0,0,0,0,0.8,0.8,0.19,0.2,0.2
ITA-Serie A,2425,Hellas Verona,Casper Tengstedt,,,24.0,2000.0,16.9,6,37,10,27.0,2.2,0.59,0.14,0.5,14.2,0,1,1,5.3,4.5,0.12,0.7,0.5
ITA-Serie A,2425,Hellas Verona,Cheikh Tidiane Niasse,,,24.0,2000.0,8.4,0,3,1,33.3,0.36,0.12,0.0,0.0,21.8,0,0,0,0.4,0.4,0.13,-0.4,-0.4
ITA-Serie A,2425,Hellas Verona,Dailon Livramento,,,23.0,2001.0,10.4,1,13,4,30.8,1.24,0.38,0.08,0.25,12.0,0,0,0,1.8,1.8,0.14,-0.8,-0.8
ITA-Serie A,2425,Hellas Verona,Daniel Bandeira,,,24.0,2000.0,4.5,0,2,1,50.0,0.44,0.22,0.0,0.0,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Daniel Mosquera,,,24.0,1999.0,15.3,5,57,15,26.3,3.73,0.98,0.09,0.33,13.5,0,0,0,6.6,6.6,0.12,-1.6,-1.6
ITA-Serie A,2425,Hellas Verona,Daniel Oyegoke,,,21.0,2003.0,1.1,0,1,0,0.0,0.87,0.0,0.0,,23.2,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Daniele Ghilardi,,,21.0,2003.0,22.5,0,12,4,33.3,0.53,0.18,0.0,0.0,13.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6
ITA-Serie A,2425,Hellas Verona,Darko Lazović,,,33.0,1990.0,16.2,2,19,3,15.8,1.17,0.19,0.05,0.33,18.2,0,1,1,2.5,1.7,0.09,-0.5,-0.7
ITA-Serie A,2425,Hellas Verona,Davide Faraoni,,,32.0,1991.0,2.9,0,1,0,0.0,0.35,0.0,0.0,,3.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2
ITA-Serie A,2425,Hellas Verona,Diego Coppola,,,20.0,2003.0,32.5,2,10,4,40.0,0.31,0.12,0.2,0.5,9.1,0,0,0,0.7,0.7,0.07,1.3,1.3
ITA-Serie A,2425,Hellas Verona,Domagoj Bradarić,,,24.0,1999.0,21.5,1,9,4,44.4,0.42,0.19,0.11,0.25,19.6,0,0,0,0.8,0.8,0.08,0.2,0.2
ITA-Serie A,2425,Hellas Verona,Faride Alidou,,,23.0,2001.0,0.8,0,1,0,0.0,1.27,0.0,0.0,,32.2,0,0,0,0.0,0.0,0.01,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Flavius Daniliuc,,,23.0,2001.0,11.2,0,3,1,33.3,0.27,0.09,0.0,0.0,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2425,Hellas Verona,Giangiacomo Magnani,,,28.0,1995.0,11.8,1,11,2,18.2,0.93,0.17,0.09,0.5,10.7,0,0,0,1.1,1.1,0.1,-0.1,-0.1
ITA-Serie A,2425,Hellas Verona,Grigoris Kastanos,,,26.0,1998.0,9.7,1,22,5,22.7,2.27,0.52,0.05,0.2,23.0,2,0,0,1.0,1.0,0.05,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Jackson Tchatchoua,,,22.0,2001.0,35.2,2,18,3,16.7,0.51,0.09,0.11,0.67,20.2,0,0,0,1.6,1.6,0.09,0.4,0.4
ITA-Serie A,2425,Hellas Verona,Junior Ajayi,,,19.0,2004.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Lorenzo Montipò,,,28.0,1996.0,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Martin Frese,,,26.0,1998.0,6.1,0,2,0,0.0,0.33,0.0,0.0,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2425,Hellas Verona,Mathis Lambourde,,,18.0,2006.0,1.0,1,2,1,50.0,2.02,1.01,0.5,1.0,18.6,0,0,0,0.2,0.2,0.08,0.8,0.8
ITA-Serie A,2425,Hellas Verona,Nicolás Valentini,,,23.0,2001.0,12.5,0,8,0,0.0,0.64,0.0,0.0,,13.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ITA-Serie A,2425,Hellas Verona,Ondrej Duda,,,29.0,1994.0,26.6,1,25,5,20.0,0.94,0.19,0.04,0.2,27.1,5,0,0,1.0,1.0,0.04,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Paweł Dawidowicz,,,29.0,1995.0,20.5,0,4,0,0.0,0.2,0.0,0.0,,14.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ITA-Serie A,2425,Hellas Verona,Reda Belahyane,,,20.0,2004.0,18.4,0,6,2,33.3,0.33,0.11,0.0,0.0,23.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2425,Hellas Verona,Simone Perilli,,,29.0,1995.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Suat Serdar,,,27.0,1997.0,15.3,2,30,8,26.7,1.96,0.52,0.07,0.25,20.9,0,0,0,1.9,1.9,0.06,0.1,0.1
ITA-Serie A,2425,Hellas Verona,Tomáš Suslov,,,22.0,2002.0,23.1,0,32,7,21.9,1.38,0.3,0.0,0.0,21.6,4,0,0,1.6,1.6,0.05,-1.6,-1.6
ITA-Serie A,2425,Hellas Verona,Yllan Okou,,,21.0,2002.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Inter,Alessandro Bastoni,,,25.0,1999.0,25.9,1,12,2,16.7,0.46,0.08,0.08,0.5,13.3,0,0,0,0.8,0.8,0.06,0.2,0.2
ITA-Serie A,2425,Inter,Benjamin Pavard,,,28.0,1996.0,17.6,0,8,1,12.5,0.45,0.06,0.0,0.0,12.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
ITA-Serie A,2425,Inter,Carlos Augusto,,,25.0,1999.0,18.1,3,24,6,25.0,1.33,0.33,0.13,0.5,11.1,0,0,0,2.8,2.8,0.12,0.2,0.2
ITA-Serie A,2425,Inter,Davide Frattesi,,,24.0,1999.0,12.9,5,26,7,26.9,2.02,0.54,0.19,0.71,13.0,0,0,0,4.0,4.0,0.14,1.0,1.0
ITA-Serie A,2425,Inter,Denzel Dumfries,,,28.0,1996.0,20.7,7,36,19,52.8,1.74,0.92,0.19,0.37,10.5,0,0,0,5.4,5.4,0.15,1.6,1.6
ITA-Serie A,2425,Inter,Federico Dimarco,,,26.0,1997.0,23.8,4,55,20,36.4,2.31,0.84,0.07,0.2,20.1,8,0,0,3.3,3.3,0.06,0.7,0.7
ITA-Serie A,2425,Inter,Francesco Acerbi,,,36.0,1988.0,19.0,0,5,1,20.0,0.26,0.05,0.0,0.0,11.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
ITA-Serie A,2425,Inter,Hakan Çalhanoğlu,,,30.0,1994.0,20.9,5,41,12,29.3,1.96,0.57,0.05,0.17,27.2,6,3,4,4.4,1.3,0.03,0.6,0.7
ITA-Serie A,2425,Inter,Henrikh Mkhitaryan,,,35.0,1989.0,25.9,1,23,2,8.7,0.89,0.08,0.04,0.5,21.0,0,0,0,1.5,1.5,0.07,-0.5,-0.5
ITA-Serie A,2425,Inter,Joaquín Correa,,,29.0,1994.0,8.1,2,14,6,42.9,1.72,0.74,0.14,0.33,13.3,0,0,0,2.1,2.1,0.15,-0.1,-0.1
ITA-Serie A,2425,Inter,Josep Martinez,,,26.0,1998.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Inter,Kristjan Asllani,,,22.0,2002.0,10.9,2,14,3,21.4,1.29,0.28,0.0,0.0,25.0,2,2,2,2.5,0.9,0.06,-0.5,-0.9
ITA-Serie A,2425,Inter,Lautaro Martínez,,,26.0,1997.0,27.5,12,99,33,33.3,3.6,1.2,0.12,0.36,13.8,0,0,0,13.5,13.5,0.13,-1.5,-1.5
ITA-Serie A,2425,Inter,Luka Topalović,,,18.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Inter,Marcus Thuram,,,26.0,1997.0,24.4,14,64,27,42.2,2.62,1.1,0.22,0.52,13.1,0,0,0,9.9,9.9,0.15,4.1,4.1
ITA-Serie A,2425,Inter,Marko Arnautović,,,35.0,1989.0,5.9,4,13,6,46.2,2.22,1.02,0.31,0.67,8.7,0,0,0,3.3,3.3,0.23,0.7,0.7
ITA-Serie A,2425,Inter,Matteo Darmian,,,34.0,1989.0,19.8,3,11,3,27.3,0.56,0.15,0.27,1.0,14.4,0,0,0,1.9,1.9,0.18,1.1,1.1
ITA-Serie A,2425,Inter,Mehdi Taremi,,,32.0,1992.0,9.0,1,13,5,38.5,1.45,0.56,0.0,0.0,12.0,0,1,1,3.5,2.7,0.21,-2.5,-2.7
ITA-Serie A,2425,Inter,Nicola Zalewski,,,22.0,2002.0,4.8,1,5,3,60.0,1.03,0.62,0.2,0.33,22.1,0,0,0,0.2,0.2,0.05,0.8,0.8
ITA-Serie A,2425,Inter,Nicolò Barella,,,27.0,1997.0,27.3,3,42,9,21.4,1.54,0.33,0.07,0.33,24.8,1,0,0,2.2,2.2,0.05,0.8,0.8
ITA-Serie A,2425,Inter,Piotr Zieliński,,,30.0,1994.0,10.9,2,15,4,26.7,1.38,0.37,0.0,0.0,21.7,0,2,2,2.6,1.1,0.07,-0.6,-1.1
ITA-Serie A,2425,Inter,Stefan de Vrij,,,32.0,1992.0,18.2,3,13,3,23.1,0.72,0.17,0.23,1.0,10.6,0,0,0,1.1,1.1,0.08,1.9,1.9
ITA-Serie A,2425,Inter,Tajon Buchanan,,,25.0,1999.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Inter,Tomás Palacios,,,21.0,2003.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Inter,Yann Aurel Bisseck,,,23.0,2000.0,17.3,3,21,5,23.8,1.22,0.29,0.14,0.6,11.2,0,0,0,2.6,2.6,0.12,0.4,0.4
ITA-Serie A,2425,Inter,Yann Sommer,,,35.0,1988.0,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Juventus,Alberto costa,,,20.0,2003.0,4.0,0,7,0,0.0,1.76,0.0,0.0,,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6
ITA-Serie A,2425,Juventus,Andrea Cambiaso,,,24.0,2000.0,24.7,2,17,6,35.3,0.69,0.24,0.12,0.33,22.1,0,0,0,0.7,0.7,0.04,1.3,1.3
ITA-Serie A,2425,Juventus,Danilo,,,33.0,1991.0,6.5,0,1,0,0.0,0.15,0.0,0.0,,8.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2425,Juventus,Diego Pugno,,,18.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Juventus,Douglas Luiz,,,26.0,1998.0,5.9,0,8,2,25.0,1.36,0.34,0.0,0.0,19.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ITA-Serie A,2425,Juventus,Dušan Vlahović,,,24.0,2000.0,19.8,10,73,25,34.2,3.68,1.26,0.08,0.24,15.9,7,4,4,12.3,9.2,0.13,-2.3,-3.2
ITA-Serie A,2425,Juventus,Federico Gatti,,,26.0,1998.0,24.4,1,25,9,36.0,1.03,0.37,0.04,0.11,14.4,0,0,0,2.5,2.5,0.1,-1.5,-1.5
ITA-Serie A,2425,Juventus,Francisco Conceição,,,21.0,2002.0,14.9,3,40,13,32.5,2.69,0.87,0.08,0.23,18.1,1,0,0,2.3,2.3,0.06,0.7,0.7
ITA-Serie A,2425,Juventus,Gleison Bremer,,,27.0,1997.0,6.0,0,3,0,0.0,0.5,0.0,0.0,,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2425,Juventus,Jonas Rouhi,,,20.0,2004.0,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Juventus,Juan David Cabal,,,23.0,2001.0,5.1,0,5,0,0.0,0.98,0.0,0.0,,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2425,Juventus,Kenan Yıldız,,,19.0,2005.0,26.7,7,61,22,36.1,2.29,0.82,0.11,0.32,17.5,0,0,0,4.3,4.3,0.07,2.7,2.7
ITA-Serie A,2425,Juventus,Khéphren Thuram,,,23.0,2001.0,25.8,4,36,10,27.8,1.39,0.39,0.11,0.4,20.1,0,0,0,3.5,3.5,0.1,0.5,0.5
ITA-Serie A,2425,Juventus,Lloyd Kelly,,,25.0,1998.0,11.3,0,7,1,14.3,0.62,0.09,0.0,0.0,17.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ITA-Serie A,2425,Juventus,Lorenzo Anghelè,,,19.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Juventus,Manuel Locatelli,,,26.0,1998.0,31.4,2,24,7,29.2,0.77,0.22,0.04,0.14,22.7,0,1,1,1.8,1.0,0.04,0.2,0.0
ITA-Serie A,2425,Juventus,Mattia Perin,,,31.0,1992.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Juventus,Michele Di Gregorio,,,27.0,1997.0,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Juventus,Nicolás González,,,26.0,1998.0,19.4,3,45,21,46.7,2.31,1.08,0.07,0.14,15.7,0,0,0,4.1,4.1,0.09,-1.1,-1.1
ITA-Serie A,2425,Juventus,Nicolò Fagioli,,,23.0,2001.0,6.3,0,12,1,8.3,1.89,0.16,0.0,0.0,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
ITA-Serie A,2425,Juventus,Nicolò Savona,,,21.0,2003.0,19.2,2,6,4,66.7,0.31,0.21,0.33,0.5,14.8,0,0,0,0.5,0.5,0.08,1.5,1.5
ITA-Serie A,2425,Juventus,Pierre Kalulu,,,24.0,2000.0,26.0,1,7,3,42.9,0.27,0.12,0.14,0.33,10.9,0,0,0,0.7,0.7,0.1,0.3,0.3
ITA-Serie A,2425,Juventus,Randal Kolo Muani,,,25.0,1998.0,12.9,8,25,13,52.0,1.94,1.01,0.28,0.54,13.2,0,1,1,4.7,3.9,0.16,3.3,3.1
ITA-Serie A,2425,Juventus,Renato Veiga,,,21.0,2003.0,12.1,0,12,5,41.7,0.99,0.41,0.0,0.0,14.6,1,0,0,1.0,1.0,0.09,-1.0,-1.0
ITA-Serie A,2425,Juventus,Samuel Mbangula,,,20.0,2004.0,7.9,3,9,5,55.6,1.14,0.63,0.33,0.6,18.7,0,0,0,0.6,0.6,0.07,2.4,2.4
ITA-Serie A,2425,Juventus,Teun Koopmeiners,,,26.0,1998.0,22.2,3,42,10,23.8,1.9,0.45,0.07,0.3,18.2,2,0,0,3.8,3.8,0.09,-0.8,-0.8
ITA-Serie A,2425,Juventus,Timothy Weah,,,24.0,2000.0,18.2,5,21,9,42.9,1.15,0.49,0.24,0.56,20.3,0,0,0,3.4,3.4,0.16,1.6,1.6
ITA-Serie A,2425,Juventus,Vasilije Adžić,,,18.0,2006.0,0.5,0,1,1,100.0,2.14,2.14,0.0,0.0,29.1,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,2425,Juventus,Weston McKennie,,,25.0,1998.0,25.7,2,22,8,36.4,0.86,0.31,0.09,0.25,12.6,0,0,0,2.9,2.9,0.13,-0.9,-0.9
ITA-Serie A,2425,Lazio,Adam Marušić,,,31.0,1992.0,26.0,4,23,10,43.5,0.89,0.39,0.17,0.4,15.4,0,0,0,2.0,2.0,0.09,2.0,2.0
ITA-Serie A,2425,Lazio,Alessio Romagnoli,,,29.0,1995.0,29.7,2,20,7,35.0,0.67,0.24,0.1,0.29,9.8,0,0,0,2.4,2.4,0.12,-0.4,-0.4
ITA-Serie A,2425,Lazio,Arijon Ibrahimović,,,18.0,2005.0,0.1,0,2,0,0.0,22.5,0.0,0.0,,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2425,Lazio,Boulaye Dia,,,27.0,1996.0,24.2,9,39,19,48.7,1.61,0.79,0.23,0.47,13.3,0,0,0,7.1,7.1,0.18,1.9,1.9
ITA-Serie A,2425,Lazio,Christos Mandas,,,22.0,2001.0,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Lazio,Elseid Hysaj,,,30.0,1994.0,4.7,0,2,0,0.0,0.42,0.0,0.0,,17.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ITA-Serie A,2425,Lazio,Fisayo Dele-Bashiru,,,23.0,2001.0,10.5,3,16,5,31.3,1.52,0.48,0.19,0.6,20.9,0,0,0,1.1,1.1,0.07,1.9,1.9
ITA-Serie A,2425,Lazio,Gaetano Castrovilli,,,27.0,1997.0,1.6,0,2,0,0.0,1.22,0.0,0.0,,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2425,Lazio,Gustav Isaksen,,,23.0,2001.0,24.6,4,54,24,44.4,2.2,0.98,0.07,0.17,18.9,0,0,0,5.2,5.2,0.1,-1.2,-1.2
ITA-Serie A,2425,Lazio,Ivan Provedel,,,30.0,1994.0,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Lazio,Loum Tchaouna,,,20.0,2003.0,7.3,1,23,8,34.8,3.14,1.09,0.04,0.13,17.8,0,0,0,2.5,2.5,0.11,-1.5,-1.5
ITA-Serie A,2425,Lazio,Luca Pellegrini,,,25.0,1999.0,11.9,0,13,4,30.8,1.1,0.34,0.0,0.0,24.4,1,0,0,0.7,0.7,0.05,-0.7,-0.7
ITA-Serie A,2425,Lazio,Manuel Lazzari,,,30.0,1993.0,15.6,0,6,2,33.3,0.38,0.13,0.0,0.0,28.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,2425,Lazio,Mario Gila,,,23.0,2000.0,30.5,1,15,4,26.7,0.49,0.13,0.07,0.25,16.7,0,0,0,1.1,1.1,0.07,-0.1,-0.1
ITA-Serie A,2425,Lazio,Mattia Zaccagni,,,29.0,1995.0,29.8,8,46,14,30.4,1.54,0.47,0.13,0.43,17.3,2,2,2,6.4,4.9,0.11,1.6,1.1
ITA-Serie A,2425,Lazio,Mattéo Guendouzi,,,25.0,1999.0,36.3,1,27,8,29.6,0.74,0.22,0.04,0.13,20.5,0,0,0,1.4,1.4,0.05,-0.4,-0.4
ITA-Serie A,2425,Lazio,Matías Vecino,,,32.0,1991.0,9.7,2,16,4,25.0,1.64,0.41,0.13,0.5,11.9,0,0,0,2.3,2.3,0.14,-0.3,-0.3
ITA-Serie A,2425,Lazio,Nicolò Casale,,,26.0,1998.0,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,11.4,0,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2425,Lazio,Nicolò Rovella,,,22.0,2001.0,30.2,0,28,8,28.6,0.93,0.26,0.0,0.0,23.4,2,0,0,1.5,1.5,0.06,-1.5,-1.5
ITA-Serie A,2425,Lazio,Nuno Tavares,,,24.0,2000.0,18.7,0,28,5,17.9,1.49,0.27,0.0,0.0,24.6,5,0,0,1.1,1.1,0.04,-1.1,-1.1
ITA-Serie A,2425,Lazio,Oliver Nielsen,,,21.0,2003.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Lazio,Patric,,,31.0,1993.0,6.7,1,2,1,50.0,0.3,0.15,0.5,1.0,5.1,0,0,0,1.1,1.1,0.53,-0.1,-0.1
ITA-Serie A,2425,Lazio,Pedro,,,37.0,1987.0,12.2,10,37,16,43.2,3.02,1.31,0.22,0.5,19.1,0,2,2,5.3,3.8,0.1,4.7,4.2
ITA-Serie A,2425,Lazio,Reda Belahyane,,,20.0,2004.0,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Lazio,Samuel Gigot,,,30.0,1993.0,7.6,2,4,3,75.0,0.53,0.4,0.5,0.67,8.5,0,0,0,1.3,1.3,0.33,0.7,0.7
ITA-Serie A,2425,Lazio,Tijjani Noslin,,,25.0,1999.0,9.6,2,19,6,31.6,1.99,0.63,0.11,0.33,12.6,0,0,0,2.0,2.0,0.11,0.0,0.0
ITA-Serie A,2425,Lazio,Valentín Castellanos,,,25.0,1998.0,26.5,10,105,36,34.3,3.96,1.36,0.08,0.22,16.8,3,2,3,13.4,11.3,0.11,-3.4,-3.3
ITA-Serie A,2425,Lecce,Andy Pelmard,,,24.0,2000.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Lecce,Ante Rebić,,,30.0,1993.0,8.8,1,13,5,38.5,1.48,0.57,0.08,0.2,16.7,0,0,0,2.1,2.1,0.16,-1.1,-1.1
ITA-Serie A,2425,Lecce,Antonino Gallo,,,24.0,2000.0,29.0,0,9,3,33.3,0.31,0.1,0.0,0.0,23.9,2,0,0,0.3,0.3,0.03,-0.3,-0.3
ITA-Serie A,2425,Lecce,Balthazar Pierret,,,24.0,2000.0,19.1,0,6,0,0.0,0.31,0.0,0.0,,23.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ITA-Serie A,2425,Lecce,Danilo Veiga,,,21.0,2002.0,4.2,0,5,0,0.0,1.2,0.0,0.0,,17.1,0,0,0,0.6,0.6,0.12,-0.6,-0.6
ITA-Serie A,2425,Lecce,Federico Baschirotto,,,27.0,1996.0,38.0,2,22,8,36.4,0.58,0.21,0.09,0.25,11.8,0,0,0,1.2,1.2,0.06,0.8,0.8
ITA-Serie A,2425,Lecce,Filip Marchwiński,,,22.0,2002.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Lecce,Frederic Guilbert,,,29.0,1994.0,27.1,0,11,0,0.0,0.41,0.0,0.0,,25.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ITA-Serie A,2425,Lecce,Gaby Jean,,,24.0,2000.0,15.4,0,1,1,100.0,0.06,0.06,0.0,0.0,12.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
ITA-Serie A,2425,Lecce,Hamza Rafia,,,25.0,1999.0,11.8,0,10,2,20.0,0.85,0.17,0.0,0.0,23.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5
ITA-Serie A,2425,Lecce,Jesper Karlsson,,,26.0,1998.0,5.5,1,9,4,44.4,1.64,0.73,0.0,0.0,22.1,2,1,1,1.5,0.7,0.07,-0.5,-0.7
ITA-Serie A,2425,Lecce,Kevin Bonifazi,,,28.0,1996.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Lecce,Kialonda,,,26.0,1997.0,23.8,0,16,0,0.0,0.67,0.0,0.0,,10.7,0,0,0,1.1,1.1,0.07,-1.1,-1.1
ITA-Serie A,2425,Lecce,Konan N'dri,,,23.0,2000.0,3.4,0,9,2,22.2,2.65,0.59,0.0,0.0,19.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ITA-Serie A,2425,Lecce,Lameck Banda,,,23.0,2001.0,6.8,0,17,4,23.5,2.51,0.59,0.0,0.0,19.7,0,0,0,1.2,1.2,0.07,-1.2,-1.2
ITA-Serie A,2425,Lecce,Lassana Coulibaly,,,28.0,1996.0,29.6,1,9,3,33.3,0.3,0.1,0.11,0.33,18.7,0,0,0,0.8,0.8,0.09,0.2,0.2
ITA-Serie A,2425,Lecce,Marco Sala,,,25.0,1999.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Lecce,Medon Berisha,,,20.0,2003.0,8.0,0,24,6,25.0,3.02,0.75,0.0,0.0,26.7,2,0,0,0.7,0.7,0.03,-0.7,-0.7
ITA-Serie A,2425,Lecce,Mohamed Kaba,,,22.0,2001.0,5.0,0,4,0,0.0,0.8,0.0,0.0,,12.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ITA-Serie A,2425,Lecce,Nicola Sansone,,,32.0,1991.0,0.7,0,3,1,33.3,4.15,1.38,0.0,0.0,26.0,2,0,0,0.2,0.2,0.07,-0.2,-0.2
ITA-Serie A,2425,Lecce,Nikola Krstović,,,24.0,2000.0,34.0,11,134,38,28.4,3.95,1.12,0.07,0.24,18.8,6,2,3,12.1,9.7,0.07,-1.1,-0.7
ITA-Serie A,2425,Lecce,Patrick Dorgu,,,19.0,2004.0,20.4,3,36,10,27.8,1.76,0.49,0.08,0.3,19.0,0,0,0,3.3,3.3,0.09,-0.3,-0.3
ITA-Serie A,2425,Lecce,Rareș-Cătălin Burnete,,,20.0,2004.0,0.3,0,1,0,0.0,3.21,0.0,0.0,,16.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ITA-Serie A,2425,Lecce,Remi Oudin,,,27.0,1996.0,3.3,0,3,1,33.3,0.9,0.3,0.0,0.0,28.0,2,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2425,Lecce,Santiago Pierotti,,,23.0,2001.0,21.5,4,32,7,21.9,1.49,0.33,0.13,0.57,15.1,0,0,0,3.1,3.1,0.1,0.9,0.9
ITA-Serie A,2425,Lecce,Tete Morente,,,27.0,1996.0,22.5,3,41,13,31.7,1.83,0.58,0.07,0.23,20.8,0,0,0,2.9,2.9,0.07,0.1,0.1
ITA-Serie A,2425,Lecce,Tiago Gabriel,,,19.0,2004.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Lecce,Valentin Gendrey,,,24.0,2000.0,2.0,0,2,0,0.0,1.0,0.0,0.0,,12.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
ITA-Serie A,2425,Lecce,Wladimiro Falcone,,,29.0,1995.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
